23:38:45 | INFO     | log | ====== WebDriver manager ======
23:38:53 | DEBUG    | _make_request | http://localhost:41517 "POST /session/300a2d13c9e607eead2916ce2747a2e5/element HTTP/1.1" 200 0
23:38:53 | DEBUG    | _request | Remote response: status=200 | data={"value":{"element-6066-11e4-a52e-4f735466cecf":"f.5ACFC268CB1E650D7A193649F75BB683.d.692826283FB3F1429D22A820AFE9BF0D.e.4"}} | headers=HTTPHeaderDict({'Content-Length': '125', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
23:38:53 | DEBUG    | _request | Finished Request
23:38:53 | DEBUG    | execute | POST http://localhost:41517/session/300a2d13c9e607eead2916ce2747a2e5/execute/sync {'script': '/* isDisplayed */return (function(){return (function(){/*\n\n Copyright The Closure Library Authors.\n ...', 'args': [{'element-6066-11e4-a52e-4f735466cecf': 'f.5ACFC268CB1E650D7A193649F75BB683.d.692826283FB3F1429D22A820AFE9BF0D.e.4'}]}
23:38:53 | DEBUG    | _make_request | http://localhost:41517 "POST /session/300a2d13c9e607eead2916ce2747a2e5/execute/sync HTTP/1.1" 200 0
23:38:53 | DEBUG    | _request | Remote response: status=200 | data={"value":true} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
23:38:53 | DEBUG    | _request | Finished Request
23:38:53 | DEBUG    | execute | POST http://localhost:41517/session/300a2d13c9e607eead2916ce2747a2e5/element/f.5ACFC268CB1E650D7A193649F75BB683.d.692826283FB3F1429D22A820AFE9BF0D.e.4/clear {}
23:38:53 | DEBUG    | _make_request | http://localhost:41517 "POST /session/300a2d13c9e607eead2916ce2747a2e5/element/f.5ACFC268CB1E650D7A193649F75BB683.d.692826283FB3F1429D22A820AFE9BF0D.e.4/clear HTTP/1.1" 200 0
23:38:53 | DEBUG    | _request | Remote response: status=200 | data={"value":null} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
23:38:53 | DEBUG    | _request | Finished Request
23:38:53 | DEBUG    | execute | POST http://localhost:41517/session/300a2d13c9e607eead2916ce2747a2e5/element/f.5ACFC268CB1E650D7A193649F75BB683.d.692826283FB3F1429D22A820AFE9BF0D.e.4/value {'text': 'tomsmith', 'value': ['t', 'o', 'm', 's', 'm', 'i', 't', 'h']}
23:38:54 | DEBUG    | _make_request | http://localhost:41517 "POST /session/300a2d13c9e607eead2916ce2747a2e5/element/f.5ACFC268CB1E650D7A193649F75BB683.d.692826283FB3F1429D22A820AFE9BF0D.e.4/value HTTP/1.1" 200 0
23:38:54 | DEBUG    | _request | Remote response: status=200 | data={"value":null} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
23:38:54 | DEBUG    | _request | Finished Request
23:38:54 | DEBUG    | execute | POST http://localhost:41517/session/300a2d13c9e607eead2916ce2747a2e5/element {'using': 'css selector', 'value': '[id="password"]'}
23:38:54 | DEBUG    | _make_request | http://localhost:41517 "POST /session/300a2d13c9e607eead2916ce2747a2e5/element HTTP/1.1" 200 0
23:38:54 | DEBUG    | _request | Remote response: status=200 | data={"value":{"element-6066-11e4-a52e-4f735466cecf":"f.5ACFC268CB1E650D7A193649F75BB683.d.692826283FB3F1429D22A820AFE9BF0D.e.5"}} | headers=HTTPHeaderDict({'Content-Length': '125', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
23:38:54 | DEBUG    | _request | Finished Request
23:38:54 | DEBUG    | execute | POST http://localhost:41517/session/300a2d13c9e607eead2916ce2747a2e5/execute/sync {'script': '/* isDisplayed */return (function(){return (function(){/*\n\n Copyright The Closure Library Authors.\n ...', 'args': [{'element-6066-11e4-a52e-4f735466cecf': 'f.5ACFC268CB1E650D7A193649F75BB683.d.692826283FB3F1429D22A820AFE9BF0D.e.5'}]}
23:38:54 | DEBUG    | _make_request | http://localhost:41517 "POST /session/300a2d13c9e607eead2916ce2747a2e5/execute/sync HTTP/1.1" 200 0
23:38:54 | DEBUG    | _request | Remote response: status=200 | data={"value":true} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
23:38:54 | DEBUG    | _request | Finished Request
23:38:54 | DEBUG    | execute | POST http://localhost:41517/session/300a2d13c9e607eead2916ce2747a2e5/element/f.5ACFC268CB1E650D7A193649F75BB683.d.692826283FB3F1429D22A820AFE9BF0D.e.5/clear {}
23:38:54 | DEBUG    | _make_request | http://localhost:41517 "POST /session/300a2d13c9e607eead2916ce2747a2e5/element/f.5ACFC268CB1E650D7A193649F75BB683.d.692826283FB3F1429D22A820AFE9BF0D.e.5/clear HTTP/1.1" 200 0
23:38:54 | DEBUG    | _request | Remote response: status=200 | data={"value":null} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
23:38:54 | DEBUG    | _request | Finished Request
23:38:54 | DEBUG    | execute | POST http://localhost:41517/session/300a2d13c9e607eead2916ce2747a2e5/element/f.5ACFC268CB1E650D7A193649F75BB683.d.692826283FB3F1429D22A820AFE9BF0D.e.5/value {'text': 'SuperSecretPassword!', 'value': ['S', 'u', 'p', 'e', 'r', 'S', 'e', 'c', 'r', 'e', 't', 'P', 'a', 's', 's', 'w', 'o', 'r', 'd', '!']}
23:38:54 | DEBUG    | _make_request | http://localhost:41517 "POST /session/300a2d13c9e607eead2916ce2747a2e5/element/f.5ACFC268CB1E650D7A193649F75BB683.d.692826283FB3F1429D22A820AFE9BF0D.e.5/value HTTP/1.1" 200 0
23:38:54 | DEBUG    | _request | Remote response: status=200 | data={"value":null} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
23:38:54 | DEBUG    | _request | Finished Request
23:38:54 | DEBUG    | execute | POST http://localhost:41517/session/300a2d13c9e607eead2916ce2747a2e5/element {'using': 'css selector', 'value': "button[type='submit']"}
23:38:54 | DEBUG    | _make_request | http://localhost:41517 "POST /session/300a2d13c9e607eead2916ce2747a2e5/element HTTP/1.1" 200 0
23:38:54 | DEBUG    | _request | Remote response: status=200 | data={"value":{"element-6066-11e4-a52e-4f735466cecf":"f.5ACFC268CB1E650D7A193649F75BB683.d.692826283FB3F1429D22A820AFE9BF0D.e.6"}} | headers=HTTPHeaderDict({'Content-Length': '125', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
23:38:54 | DEBUG    | _request | Finished Request
23:38:54 | DEBUG    | execute | POST http://localhost:41517/session/300a2d13c9e607eead2916ce2747a2e5/execute/sync {'script': '/* isDisplayed */return (function(){return (function(){/*\n\n Copyright The Closure Library Authors.\n ...', 'args': [{'element-6066-11e4-a52e-4f735466cecf': 'f.5ACFC268CB1E650D7A193649F75BB683.d.692826283FB3F1429D22A820AFE9BF0D.e.6'}]}
23:38:54 | DEBUG    | _make_request | http://localhost:41517 "POST /session/300a2d13c9e607eead2916ce2747a2e5/execute/sync HTTP/1.1" 200 0
23:38:54 | DEBUG    | _request | Remote response: status=200 | data={"value":true} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
23:38:54 | DEBUG    | _request | Finished Request
23:38:54 | DEBUG    | execute | GET http://localhost:41517/session/300a2d13c9e607eead2916ce2747a2e5/element/f.5ACFC268CB1E650D7A193649F75BB683.d.692826283FB3F1429D22A820AFE9BF0D.e.6/enabled {}
23:38:54 | DEBUG    | _make_request | http://localhost:41517 "GET /session/300a2d13c9e607eead2916ce2747a2e5/element/f.5ACFC268CB1E650D7A193649F75BB683.d.692826283FB3F1429D22A820AFE9BF0D.e.6/enabled HTTP/1.1" 200 0
23:38:54 | DEBUG    | _request | Remote response: status=200 | data={"value":true} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
23:38:54 | DEBUG    | _request | Finished Request
23:38:54 | DEBUG    | execute | POST http://localhost:41517/session/300a2d13c9e607eead2916ce2747a2e5/element/f.5ACFC268CB1E650D7A193649F75BB683.d.692826283FB3F1429D22A820AFE9BF0D.e.6/click {}
23:38:54 | DEBUG    | _make_request | http://localhost:41517 "POST /session/300a2d13c9e607eead2916ce2747a2e5/element/f.5ACFC268CB1E650D7A193649F75BB683.d.692826283FB3F1429D22A820AFE9BF0D.e.6/click HTTP/1.1" 200 0
23:38:54 | DEBUG    | _request | Remote response: status=200 | data={"value":null} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
23:38:54 | DEBUG    | _request | Finished Request
23:38:54 | DEBUG    | execute | POST http://localhost:41517/session/300a2d13c9e607eead2916ce2747a2e5/element {'using': 'css selector', 'value': '[id="flash"]'}
23:38:54 | DEBUG    | _make_request | http://localhost:41517 "POST /session/300a2d13c9e607eead2916ce2747a2e5/element HTTP/1.1" 200 0
23:38:54 | DEBUG    | _request | Remote response: status=200 | data={"value":{"element-6066-11e4-a52e-4f735466cecf":"f.5ACFC268CB1E650D7A193649F75BB683.d.26EECC098750B06D56C47126717EB8BF.e.14"}} | headers=HTTPHeaderDict({'Content-Length': '126', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
23:38:54 | DEBUG    | _request | Finished Request
23:38:54 | DEBUG    | execute | POST http://localhost:41517/session/300a2d13c9e607eead2916ce2747a2e5/execute/sync {'script': '/* isDisplayed */return (function(){return (function(){/*\n\n Copyright The Closure Library Authors.\n ...', 'args': [{'element-6066-11e4-a52e-4f735466cecf': 'f.5ACFC268CB1E650D7A193649F75BB683.d.26EECC098750B06D56C47126717EB8BF.e.14'}]}
23:38:54 | DEBUG    | _make_request | http://localhost:41517 "POST /session/300a2d13c9e607eead2916ce2747a2e5/execute/sync HTTP/1.1" 200 0
23:38:54 | DEBUG    | _request | Remote response: status=200 | data={"value":true} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
23:38:54 | DEBUG    | _request | Finished Request
23:38:54 | DEBUG    | execute | GET http://localhost:41517/session/300a2d13c9e607eead2916ce2747a2e5/element/f.5ACFC268CB1E650D7A193649F75BB683.d.26EECC098750B06D56C47126717EB8BF.e.14/text {}
23:38:54 | DEBUG    | _make_request | http://localhost:41517 "GET /session/300a2d13c9e607eead2916ce2747a2e5/element/f.5ACFC268CB1E650D7A193649F75BB683.d.26EECC098750B06D56C47126717EB8BF.e.14/text HTTP/1.1" 200 0
23:38:54 | DEBUG    | _request | Remote response: status=200 | data={"value":"You logged into a secure area!\n×"} | headers=HTTPHeaderDict({'Content-Length': '46', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
23:38:54 | DEBUG    | _request | Finished Request
23:38:54 | DEBUG    | execute | POST http://localhost:41517/session/300a2d13c9e607eead2916ce2747a2e5/element {'using': 'css selector', 'value': '[id="flash"]'}
23:38:54 | DEBUG    | _make_request | http://localhost:41517 "POST /session/300a2d13c9e607eead2916ce2747a2e5/element HTTP/1.1" 200 0
23:38:54 | DEBUG    | _request | Remote response: status=200 | data={"value":{"element-6066-11e4-a52e-4f735466cecf":"f.5ACFC268CB1E650D7A193649F75BB683.d.26EECC098750B06D56C47126717EB8BF.e.14"}} | headers=HTTPHeaderDict({'Content-Length': '126', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
23:38:54 | DEBUG    | _request | Finished Request
23:38:54 | DEBUG    | execute | POST http://localhost:41517/session/300a2d13c9e607eead2916ce2747a2e5/execute/sync {'script': '/* isDisplayed */return (function(){return (function(){/*\n\n Copyright The Closure Library Authors.\n ...', 'args': [{'element-6066-11e4-a52e-4f735466cecf': 'f.5ACFC268CB1E650D7A193649F75BB683.d.26EECC098750B06D56C47126717EB8BF.e.14'}]}
23:38:54 | DEBUG    | _make_request | http://localhost:41517 "POST /session/300a2d13c9e607eead2916ce2747a2e5/execute/sync HTTP/1.1" 200 0
23:38:54 | DEBUG    | _request | Remote response: status=200 | data={"value":true} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
23:38:54 | DEBUG    | _request | Finished Request
23:38:54 | DEBUG    | execute | GET http://localhost:41517/session/300a2d13c9e607eead2916ce2747a2e5/element/f.5ACFC268CB1E650D7A193649F75BB683.d.26EECC098750B06D56C47126717EB8BF.e.14/text {}
23:38:54 | DEBUG    | _make_request | http://localhost:41517 "GET /session/300a2d13c9e607eead2916ce2747a2e5/element/f.5ACFC268CB1E650D7A193649F75BB683.d.26EECC098750B06D56C47126717EB8BF.e.14/text HTTP/1.1" 200 0
23:38:54 | DEBUG    | _request | Remote response: status=200 | data={"value":"You logged into a secure area!\n×"} | headers=HTTPHeaderDict({'Content-Length': '46', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
23:38:54 | DEBUG    | _request | Finished Request
23:38:54 | DEBUG    | execute | DELETE http://localhost:41517/session/300a2d13c9e607eead2916ce2747a2e5 {}
23:38:54 | DEBUG    | _make_request | http://localhost:41517 "DELETE /session/300a2d13c9e607eead2916ce2747a2e5 HTTP/1.1" 200 0
23:38:54 | DEBUG    | _request | Remote response: status=200 | data={"value":null} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
23:38:54 | DEBUG    | _request | Finished Request
