19:01:32 | INFO     | log | ====== WebDriver manager ======
19:01:33 | DEBUG    | _new_conn | Starting new HTTPS connection (1): googlechromelabs.github.io:443
19:01:33 | DEBUG    | _make_request | https://googlechromelabs.github.io:443 "GET /chrome-for-testing/latest-patch-versions-per-build.json HTTP/1.1" 200 16534
19:01:33 | INFO     | log | Driver has been saved in cache [/home/runner/.wdm/drivers/chromedriver/linux64/147.0.7727.117]
19:01:33 | DEBUG    | _binary_paths | Skipping Selenium Manager; path to chrome driver specified in Service class: /home/runner/.wdm/drivers/chromedriver/linux64/147.0.7727.117/chromedriver-linux64/chromedriver
19:01:33 | DEBUG    | _start_process | Started executable: `/home/runner/.wdm/drivers/chromedriver/linux64/147.0.7727.117/chromedriver-linux64/chromedriver` in a child process with pid: 2599 using 0 to output -3
19:01:33 | DEBUG    | execute | POST http://localhost:59559/session {'capabilities': {'firstMatch': [{}], 'alwaysMatch': {'browserName': 'chrome', 'pageLoadStrategy': <PageLoadStrategy.normal: 'normal'>, 'goog:chromeOptions': {'extensions': [], 'args': ['--headless=new', '--no-sandbox', '--disable-dev-shm-usage', '--disable-gpu', '--window-size=1920,1080', '--disable-extensions']}}}}
19:01:33 | DEBUG    | _new_conn | Starting new HTTP connection (1): localhost:59559
19:01:34 | DEBUG    | _make_request | http://localhost:59559 "POST /session HTTP/1.1" 200 0
19:01:34 | DEBUG    | _request | Remote response: status=200 | data={"value":{"capabilities":{"acceptInsecureCerts":false,"browserName":"chrome","browserVersion":"147.0.7727.55","chrome":{"chromedriverVersion":"147.0.7727.117 (474cc805edd6b22006509896c910f6b6da2427ad-refs/branch-heads/7727_111@{#4})","userDataDir":"/tmp/org.chromium.Chromium.scoped_dir.imX4qF"},"fedcm:accounts":true,"goog:chromeOptions":{"debuggerAddress":"localhost:34891"},"goog:processID":2610,"networkConnectionEnabled":false,"pageLoadStrategy":"normal","platformName":"linux","proxy":{},"setWindowRect":true,"strictFileInteractability":false,"timeouts":{"implicit":0,"pageLoad":300000,"script":30000},"unhandledPromptBehavior":"dismiss and notify","webauthn:extension:credBlob":true,"webauthn:extension:largeBlob":true,"webauthn:extension:minPinLength":true,"webauthn:extension:prf":true,"webauthn:virtualAuthenticators":true},"sessionId":"a88d690e41bca7aee9210e552fe14fe9"}} | headers=HTTPHeaderDict({'Content-Length': '882', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
19:01:34 | DEBUG    | _request | Finished Request
19:01:34 | DEBUG    | execute | POST http://localhost:59559/session/a88d690e41bca7aee9210e552fe14fe9/timeouts {'implicit': 0}
19:01:34 | DEBUG    | _make_request | http://localhost:59559 "POST /session/a88d690e41bca7aee9210e552fe14fe9/timeouts HTTP/1.1" 200 0
19:01:34 | DEBUG    | _request | Remote response: status=200 | data={"value":null} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
19:01:34 | DEBUG    | _request | Finished Request
19:01:34 | DEBUG    | open | Navigating to https://the-internet.herokuapp.com/login
19:01:34 | DEBUG    | execute | POST http://localhost:59559/session/a88d690e41bca7aee9210e552fe14fe9/url {'url': 'https://the-internet.herokuapp.com/login'}
19:01:34 | DEBUG    | _make_request | http://localhost:59559 "POST /session/a88d690e41bca7aee9210e552fe14fe9/url HTTP/1.1" 200 0
19:01:34 | DEBUG    | _request | Remote response: status=200 | data={"value":null} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
19:01:34 | DEBUG    | _request | Finished Request
19:01:34 | DEBUG    | execute | POST http://localhost:59559/session/a88d690e41bca7aee9210e552fe14fe9/element {'using': 'css selector', 'value': '[id="username"]'}
19:01:34 | DEBUG    | _make_request | http://localhost:59559 "POST /session/a88d690e41bca7aee9210e552fe14fe9/element HTTP/1.1" 200 0
19:01:34 | DEBUG    | _request | Remote response: status=200 | data={"value":{"element-6066-11e4-a52e-4f735466cecf":"f.D75D2FAF73BC76C0675BE6515CF22246.d.B4FDE02A2088273326FDAB44C57B234F.e.4"}} | headers=HTTPHeaderDict({'Content-Length': '125', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
19:01:34 | DEBUG    | _request | Finished Request
19:01:34 | DEBUG    | execute | POST http://localhost:59559/session/a88d690e41bca7aee9210e552fe14fe9/execute/sync {'script': '/* isDisplayed */return (function(){return (function(){/*\n\n Copyright The Closure Library Authors.\n ...', 'args': [{'element-6066-11e4-a52e-4f735466cecf': 'f.D75D2FAF73BC76C0675BE6515CF22246.d.B4FDE02A2088273326FDAB44C57B234F.e.4'}]}
19:01:34 | DEBUG    | _make_request | http://localhost:59559 "POST /session/a88d690e41bca7aee9210e552fe14fe9/execute/sync HTTP/1.1" 200 0
19:01:34 | DEBUG    | _request | Remote response: status=200 | data={"value":true} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
19:01:34 | DEBUG    | _request | Finished Request
19:01:34 | DEBUG    | execute | POST http://localhost:59559/session/a88d690e41bca7aee9210e552fe14fe9/element/f.D75D2FAF73BC76C0675BE6515CF22246.d.B4FDE02A2088273326FDAB44C57B234F.e.4/clear {}
19:01:34 | DEBUG    | _make_request | http://localhost:59559 "POST /session/a88d690e41bca7aee9210e552fe14fe9/element/f.D75D2FAF73BC76C0675BE6515CF22246.d.B4FDE02A2088273326FDAB44C57B234F.e.4/clear HTTP/1.1" 200 0
19:01:34 | DEBUG    | _request | Remote response: status=200 | data={"value":null} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
19:01:34 | DEBUG    | _request | Finished Request
19:01:34 | DEBUG    | execute | POST http://localhost:59559/session/a88d690e41bca7aee9210e552fe14fe9/element/f.D75D2FAF73BC76C0675BE6515CF22246.d.B4FDE02A2088273326FDAB44C57B234F.e.4/value {'text': 'tomsmith', 'value': ['t', 'o', 'm', 's', 'm', 'i', 't', 'h']}
19:01:34 | DEBUG    | _make_request | http://localhost:59559 "POST /session/a88d690e41bca7aee9210e552fe14fe9/element/f.D75D2FAF73BC76C0675BE6515CF22246.d.B4FDE02A2088273326FDAB44C57B234F.e.4/value HTTP/1.1" 200 0
19:01:34 | DEBUG    | _request | Remote response: status=200 | data={"value":null} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
19:01:34 | DEBUG    | _request | Finished Request
19:01:34 | DEBUG    | execute | POST http://localhost:59559/session/a88d690e41bca7aee9210e552fe14fe9/element {'using': 'css selector', 'value': '[id="password"]'}
19:01:34 | DEBUG    | _make_request | http://localhost:59559 "POST /session/a88d690e41bca7aee9210e552fe14fe9/element HTTP/1.1" 200 0
19:01:34 | DEBUG    | _request | Remote response: status=200 | data={"value":{"element-6066-11e4-a52e-4f735466cecf":"f.D75D2FAF73BC76C0675BE6515CF22246.d.B4FDE02A2088273326FDAB44C57B234F.e.5"}} | headers=HTTPHeaderDict({'Content-Length': '125', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
19:01:34 | DEBUG    | _request | Finished Request
19:01:34 | DEBUG    | execute | POST http://localhost:59559/session/a88d690e41bca7aee9210e552fe14fe9/execute/sync {'script': '/* isDisplayed */return (function(){return (function(){/*\n\n Copyright The Closure Library Authors.\n ...', 'args': [{'element-6066-11e4-a52e-4f735466cecf': 'f.D75D2FAF73BC76C0675BE6515CF22246.d.B4FDE02A2088273326FDAB44C57B234F.e.5'}]}
19:01:34 | DEBUG    | _make_request | http://localhost:59559 "POST /session/a88d690e41bca7aee9210e552fe14fe9/execute/sync HTTP/1.1" 200 0
19:01:34 | DEBUG    | _request | Remote response: status=200 | data={"value":true} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
19:01:34 | DEBUG    | _request | Finished Request
19:01:34 | DEBUG    | execute | POST http://localhost:59559/session/a88d690e41bca7aee9210e552fe14fe9/element/f.D75D2FAF73BC76C0675BE6515CF22246.d.B4FDE02A2088273326FDAB44C57B234F.e.5/clear {}
19:01:34 | DEBUG    | _make_request | http://localhost:59559 "POST /session/a88d690e41bca7aee9210e552fe14fe9/element/f.D75D2FAF73BC76C0675BE6515CF22246.d.B4FDE02A2088273326FDAB44C57B234F.e.5/clear HTTP/1.1" 200 0
19:01:34 | DEBUG    | _request | Remote response: status=200 | data={"value":null} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
19:01:34 | DEBUG    | _request | Finished Request
19:01:34 | DEBUG    | execute | POST http://localhost:59559/session/a88d690e41bca7aee9210e552fe14fe9/element/f.D75D2FAF73BC76C0675BE6515CF22246.d.B4FDE02A2088273326FDAB44C57B234F.e.5/value {'text': 'SuperSecretPassword!', 'value': ['S', 'u', 'p', 'e', 'r', 'S', 'e', 'c', 'r', 'e', 't', 'P', 'a', 's', 's', 'w', 'o', 'r', 'd', '!']}
19:01:34 | DEBUG    | _make_request | http://localhost:59559 "POST /session/a88d690e41bca7aee9210e552fe14fe9/element/f.D75D2FAF73BC76C0675BE6515CF22246.d.B4FDE02A2088273326FDAB44C57B234F.e.5/value HTTP/1.1" 200 0
19:01:34 | DEBUG    | _request | Remote response: status=200 | data={"value":null} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
19:01:34 | DEBUG    | _request | Finished Request
19:01:34 | DEBUG    | execute | POST http://localhost:59559/session/a88d690e41bca7aee9210e552fe14fe9/element {'using': 'css selector', 'value': "button[type='submit']"}
19:01:34 | DEBUG    | _make_request | http://localhost:59559 "POST /session/a88d690e41bca7aee9210e552fe14fe9/element HTTP/1.1" 200 0
19:01:34 | DEBUG    | _request | Remote response: status=200 | data={"value":{"element-6066-11e4-a52e-4f735466cecf":"f.D75D2FAF73BC76C0675BE6515CF22246.d.B4FDE02A2088273326FDAB44C57B234F.e.6"}} | headers=HTTPHeaderDict({'Content-Length': '125', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
19:01:34 | DEBUG    | _request | Finished Request
19:01:34 | DEBUG    | execute | POST http://localhost:59559/session/a88d690e41bca7aee9210e552fe14fe9/execute/sync {'script': '/* isDisplayed */return (function(){return (function(){/*\n\n Copyright The Closure Library Authors.\n ...', 'args': [{'element-6066-11e4-a52e-4f735466cecf': 'f.D75D2FAF73BC76C0675BE6515CF22246.d.B4FDE02A2088273326FDAB44C57B234F.e.6'}]}
19:01:34 | DEBUG    | _make_request | http://localhost:59559 "POST /session/a88d690e41bca7aee9210e552fe14fe9/execute/sync HTTP/1.1" 200 0
19:01:34 | DEBUG    | _request | Remote response: status=200 | data={"value":true} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
19:01:34 | DEBUG    | _request | Finished Request
19:01:34 | DEBUG    | execute | GET http://localhost:59559/session/a88d690e41bca7aee9210e552fe14fe9/element/f.D75D2FAF73BC76C0675BE6515CF22246.d.B4FDE02A2088273326FDAB44C57B234F.e.6/enabled {}
19:01:34 | DEBUG    | _make_request | http://localhost:59559 "GET /session/a88d690e41bca7aee9210e552fe14fe9/element/f.D75D2FAF73BC76C0675BE6515CF22246.d.B4FDE02A2088273326FDAB44C57B234F.e.6/enabled HTTP/1.1" 200 0
19:01:34 | DEBUG    | _request | Remote response: status=200 | data={"value":true} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
19:01:34 | DEBUG    | _request | Finished Request
19:01:34 | DEBUG    | execute | POST http://localhost:59559/session/a88d690e41bca7aee9210e552fe14fe9/element/f.D75D2FAF73BC76C0675BE6515CF22246.d.B4FDE02A2088273326FDAB44C57B234F.e.6/click {}
19:01:34 | DEBUG    | _make_request | http://localhost:59559 "POST /session/a88d690e41bca7aee9210e552fe14fe9/element/f.D75D2FAF73BC76C0675BE6515CF22246.d.B4FDE02A2088273326FDAB44C57B234F.e.6/click HTTP/1.1" 200 0
19:01:34 | DEBUG    | _request | Remote response: status=200 | data={"value":null} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
19:01:34 | DEBUG    | _request | Finished Request
19:01:34 | DEBUG    | execute | POST http://localhost:59559/session/a88d690e41bca7aee9210e552fe14fe9/element {'using': 'css selector', 'value': '[id="flash"]'}
19:01:34 | DEBUG    | _make_request | http://localhost:59559 "POST /session/a88d690e41bca7aee9210e552fe14fe9/element HTTP/1.1" 200 0
19:01:34 | DEBUG    | _request | Remote response: status=200 | data={"value":{"element-6066-11e4-a52e-4f735466cecf":"f.D75D2FAF73BC76C0675BE6515CF22246.d.37E5EAB49009A6450D168912DBE7E080.e.14"}} | headers=HTTPHeaderDict({'Content-Length': '126', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
19:01:34 | DEBUG    | _request | Finished Request
19:01:34 | DEBUG    | execute | POST http://localhost:59559/session/a88d690e41bca7aee9210e552fe14fe9/execute/sync {'script': '/* isDisplayed */return (function(){return (function(){/*\n\n Copyright The Closure Library Authors.\n ...', 'args': [{'element-6066-11e4-a52e-4f735466cecf': 'f.D75D2FAF73BC76C0675BE6515CF22246.d.37E5EAB49009A6450D168912DBE7E080.e.14'}]}
19:01:34 | DEBUG    | _make_request | http://localhost:59559 "POST /session/a88d690e41bca7aee9210e552fe14fe9/execute/sync HTTP/1.1" 200 0
19:01:34 | DEBUG    | _request | Remote response: status=200 | data={"value":true} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
19:01:34 | DEBUG    | _request | Finished Request
19:01:34 | DEBUG    | execute | GET http://localhost:59559/session/a88d690e41bca7aee9210e552fe14fe9/element/f.D75D2FAF73BC76C0675BE6515CF22246.d.37E5EAB49009A6450D168912DBE7E080.e.14/text {}
19:01:34 | DEBUG    | _make_request | http://localhost:59559 "GET /session/a88d690e41bca7aee9210e552fe14fe9/element/f.D75D2FAF73BC76C0675BE6515CF22246.d.37E5EAB49009A6450D168912DBE7E080.e.14/text HTTP/1.1" 200 0
19:01:34 | DEBUG    | _request | Remote response: status=200 | data={"value":"You logged into a secure area!\n×"} | headers=HTTPHeaderDict({'Content-Length': '46', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
19:01:34 | DEBUG    | _request | Finished Request
19:01:34 | DEBUG    | execute | POST http://localhost:59559/session/a88d690e41bca7aee9210e552fe14fe9/element {'using': 'css selector', 'value': '[id="flash"]'}
19:01:34 | DEBUG    | _make_request | http://localhost:59559 "POST /session/a88d690e41bca7aee9210e552fe14fe9/element HTTP/1.1" 200 0
19:01:34 | DEBUG    | _request | Remote response: status=200 | data={"value":{"element-6066-11e4-a52e-4f735466cecf":"f.D75D2FAF73BC76C0675BE6515CF22246.d.37E5EAB49009A6450D168912DBE7E080.e.14"}} | headers=HTTPHeaderDict({'Content-Length': '126', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
19:01:34 | DEBUG    | _request | Finished Request
19:01:34 | DEBUG    | execute | POST http://localhost:59559/session/a88d690e41bca7aee9210e552fe14fe9/execute/sync {'script': '/* isDisplayed */return (function(){return (function(){/*\n\n Copyright The Closure Library Authors.\n ...', 'args': [{'element-6066-11e4-a52e-4f735466cecf': 'f.D75D2FAF73BC76C0675BE6515CF22246.d.37E5EAB49009A6450D168912DBE7E080.e.14'}]}
19:01:34 | DEBUG    | _make_request | http://localhost:59559 "POST /session/a88d690e41bca7aee9210e552fe14fe9/execute/sync HTTP/1.1" 200 0
19:01:34 | DEBUG    | _request | Remote response: status=200 | data={"value":true} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
19:01:34 | DEBUG    | _request | Finished Request
19:01:34 | DEBUG    | execute | GET http://localhost:59559/session/a88d690e41bca7aee9210e552fe14fe9/element/f.D75D2FAF73BC76C0675BE6515CF22246.d.37E5EAB49009A6450D168912DBE7E080.e.14/text {}
19:01:34 | DEBUG    | _make_request | http://localhost:59559 "GET /session/a88d690e41bca7aee9210e552fe14fe9/element/f.D75D2FAF73BC76C0675BE6515CF22246.d.37E5EAB49009A6450D168912DBE7E080.e.14/text HTTP/1.1" 200 0
19:01:34 | DEBUG    | _request | Remote response: status=200 | data={"value":"You logged into a secure area!\n×"} | headers=HTTPHeaderDict({'Content-Length': '46', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
19:01:34 | DEBUG    | _request | Finished Request
19:01:34 | DEBUG    | execute | DELETE http://localhost:59559/session/a88d690e41bca7aee9210e552fe14fe9 {}
19:01:35 | DEBUG    | _make_request | http://localhost:59559 "DELETE /session/a88d690e41bca7aee9210e552fe14fe9 HTTP/1.1" 200 0
19:01:35 | DEBUG    | _request | Remote response: status=200 | data={"value":null} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
19:01:35 | DEBUG    | _request | Finished Request
