07:05:03 | INFO     | log | ====== WebDriver manager ======
07:05:11 | DEBUG    | execute | POST http://localhost:40381/session/1fba5b172210154444624242405def36/execute/sync {'script': '/* isDisplayed */return (function(){return (function(){/*\n\n Copyright The Closure Library Authors.\n ...', 'args': [{'element-6066-11e4-a52e-4f735466cecf': 'f.04CB8DEFB088A28D2286978D9825D775.d.0C4FD922DDA0D2CC4A39C33A25929313.e.4'}]}
07:05:11 | DEBUG    | _make_request | http://localhost:40381 "POST /session/1fba5b172210154444624242405def36/execute/sync HTTP/1.1" 200 0
07:05:11 | DEBUG    | _request | Remote response: status=200 | data={"value":true} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
07:05:11 | DEBUG    | _request | Finished Request
07:05:11 | DEBUG    | execute | POST http://localhost:40381/session/1fba5b172210154444624242405def36/element/f.04CB8DEFB088A28D2286978D9825D775.d.0C4FD922DDA0D2CC4A39C33A25929313.e.4/clear {}
07:05:11 | DEBUG    | _make_request | http://localhost:40381 "POST /session/1fba5b172210154444624242405def36/element/f.04CB8DEFB088A28D2286978D9825D775.d.0C4FD922DDA0D2CC4A39C33A25929313.e.4/clear HTTP/1.1" 200 0
07:05:11 | DEBUG    | _request | Remote response: status=200 | data={"value":null} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
07:05:11 | DEBUG    | _request | Finished Request
07:05:11 | DEBUG    | execute | POST http://localhost:40381/session/1fba5b172210154444624242405def36/element/f.04CB8DEFB088A28D2286978D9825D775.d.0C4FD922DDA0D2CC4A39C33A25929313.e.4/value {'text': 'SuperSecretPassword!', 'value': ['S', 'u', 'p', 'e', 'r', 'S', 'e', 'c', 'r', 'e', 't', 'P', 'a', 's', 's', 'w', 'o', 'r', 'd', '!']}
07:05:11 | DEBUG    | _make_request | http://localhost:40381 "POST /session/1fba5b172210154444624242405def36/element/f.04CB8DEFB088A28D2286978D9825D775.d.0C4FD922DDA0D2CC4A39C33A25929313.e.4/value HTTP/1.1" 200 0
07:05:11 | DEBUG    | _request | Remote response: status=200 | data={"value":null} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
07:05:11 | DEBUG    | _request | Finished Request
07:05:11 | DEBUG    | execute | POST http://localhost:40381/session/1fba5b172210154444624242405def36/element {'using': 'css selector', 'value': "button[type='submit']"}
07:05:11 | DEBUG    | _make_request | http://localhost:40381 "POST /session/1fba5b172210154444624242405def36/element HTTP/1.1" 200 0
07:05:11 | DEBUG    | _request | Remote response: status=200 | data={"value":{"element-6066-11e4-a52e-4f735466cecf":"f.04CB8DEFB088A28D2286978D9825D775.d.0C4FD922DDA0D2CC4A39C33A25929313.e.5"}} | headers=HTTPHeaderDict({'Content-Length': '125', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
07:05:11 | DEBUG    | _request | Finished Request
07:05:11 | DEBUG    | execute | POST http://localhost:40381/session/1fba5b172210154444624242405def36/execute/sync {'script': '/* isDisplayed */return (function(){return (function(){/*\n\n Copyright The Closure Library Authors.\n ...', 'args': [{'element-6066-11e4-a52e-4f735466cecf': 'f.04CB8DEFB088A28D2286978D9825D775.d.0C4FD922DDA0D2CC4A39C33A25929313.e.5'}]}
07:05:11 | DEBUG    | _make_request | http://localhost:40381 "POST /session/1fba5b172210154444624242405def36/execute/sync HTTP/1.1" 200 0
07:05:11 | DEBUG    | _request | Remote response: status=200 | data={"value":true} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
07:05:11 | DEBUG    | _request | Finished Request
07:05:11 | DEBUG    | execute | GET http://localhost:40381/session/1fba5b172210154444624242405def36/element/f.04CB8DEFB088A28D2286978D9825D775.d.0C4FD922DDA0D2CC4A39C33A25929313.e.5/enabled {}
07:05:12 | DEBUG    | _make_request | http://localhost:40381 "GET /session/1fba5b172210154444624242405def36/element/f.04CB8DEFB088A28D2286978D9825D775.d.0C4FD922DDA0D2CC4A39C33A25929313.e.5/enabled HTTP/1.1" 200 0
07:05:12 | DEBUG    | _request | Remote response: status=200 | data={"value":true} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
07:05:12 | DEBUG    | _request | Finished Request
07:05:12 | DEBUG    | execute | POST http://localhost:40381/session/1fba5b172210154444624242405def36/element/f.04CB8DEFB088A28D2286978D9825D775.d.0C4FD922DDA0D2CC4A39C33A25929313.e.5/click {}
07:05:12 | DEBUG    | _make_request | http://localhost:40381 "POST /session/1fba5b172210154444624242405def36/element/f.04CB8DEFB088A28D2286978D9825D775.d.0C4FD922DDA0D2CC4A39C33A25929313.e.5/click HTTP/1.1" 200 0
07:05:12 | DEBUG    | _request | Remote response: status=200 | data={"value":null} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
07:05:12 | DEBUG    | _request | Finished Request
07:05:12 | DEBUG    | execute | POST http://localhost:40381/session/1fba5b172210154444624242405def36/element {'using': 'css selector', 'value': '[id="flash"]'}
07:05:12 | DEBUG    | _make_request | http://localhost:40381 "POST /session/1fba5b172210154444624242405def36/element HTTP/1.1" 200 0
07:05:12 | DEBUG    | _request | Remote response: status=200 | data={"value":{"element-6066-11e4-a52e-4f735466cecf":"f.04CB8DEFB088A28D2286978D9825D775.d.2206AB4C709215F27D80BB4F40C7DB22.e.14"}} | headers=HTTPHeaderDict({'Content-Length': '126', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
07:05:12 | DEBUG    | _request | Finished Request
07:05:12 | DEBUG    | execute | POST http://localhost:40381/session/1fba5b172210154444624242405def36/execute/sync {'script': '/* isDisplayed */return (function(){return (function(){/*\n\n Copyright The Closure Library Authors.\n ...', 'args': [{'element-6066-11e4-a52e-4f735466cecf': 'f.04CB8DEFB088A28D2286978D9825D775.d.2206AB4C709215F27D80BB4F40C7DB22.e.14'}]}
07:05:12 | DEBUG    | _make_request | http://localhost:40381 "POST /session/1fba5b172210154444624242405def36/execute/sync HTTP/1.1" 200 0
07:05:12 | DEBUG    | _request | Remote response: status=200 | data={"value":true} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
07:05:12 | DEBUG    | _request | Finished Request
07:05:12 | DEBUG    | execute | GET http://localhost:40381/session/1fba5b172210154444624242405def36/element/f.04CB8DEFB088A28D2286978D9825D775.d.2206AB4C709215F27D80BB4F40C7DB22.e.14/text {}
07:05:12 | DEBUG    | _make_request | http://localhost:40381 "GET /session/1fba5b172210154444624242405def36/element/f.04CB8DEFB088A28D2286978D9825D775.d.2206AB4C709215F27D80BB4F40C7DB22.e.14/text HTTP/1.1" 200 0
07:05:12 | DEBUG    | _request | Remote response: status=200 | data={"value":"You logged into a secure area!\n×"} | headers=HTTPHeaderDict({'Content-Length': '46', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
07:05:12 | DEBUG    | _request | Finished Request
07:05:12 | DEBUG    | execute | POST http://localhost:40381/session/1fba5b172210154444624242405def36/element {'using': 'css selector', 'value': '[id="flash"]'}
07:05:12 | DEBUG    | _make_request | http://localhost:40381 "POST /session/1fba5b172210154444624242405def36/element HTTP/1.1" 200 0
07:05:12 | DEBUG    | _request | Remote response: status=200 | data={"value":{"element-6066-11e4-a52e-4f735466cecf":"f.04CB8DEFB088A28D2286978D9825D775.d.2206AB4C709215F27D80BB4F40C7DB22.e.14"}} | headers=HTTPHeaderDict({'Content-Length': '126', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
07:05:12 | DEBUG    | _request | Finished Request
07:05:12 | DEBUG    | execute | POST http://localhost:40381/session/1fba5b172210154444624242405def36/execute/sync {'script': '/* isDisplayed */return (function(){return (function(){/*\n\n Copyright The Closure Library Authors.\n ...', 'args': [{'element-6066-11e4-a52e-4f735466cecf': 'f.04CB8DEFB088A28D2286978D9825D775.d.2206AB4C709215F27D80BB4F40C7DB22.e.14'}]}
07:05:12 | DEBUG    | _make_request | http://localhost:40381 "POST /session/1fba5b172210154444624242405def36/execute/sync HTTP/1.1" 200 0
07:05:12 | DEBUG    | _request | Remote response: status=200 | data={"value":true} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
07:05:12 | DEBUG    | _request | Finished Request
07:05:12 | DEBUG    | execute | GET http://localhost:40381/session/1fba5b172210154444624242405def36/element/f.04CB8DEFB088A28D2286978D9825D775.d.2206AB4C709215F27D80BB4F40C7DB22.e.14/text {}
07:05:12 | DEBUG    | _make_request | http://localhost:40381 "GET /session/1fba5b172210154444624242405def36/element/f.04CB8DEFB088A28D2286978D9825D775.d.2206AB4C709215F27D80BB4F40C7DB22.e.14/text HTTP/1.1" 200 0
07:05:12 | DEBUG    | _request | Remote response: status=200 | data={"value":"You logged into a secure area!\n×"} | headers=HTTPHeaderDict({'Content-Length': '46', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
07:05:12 | DEBUG    | _request | Finished Request
07:05:12 | DEBUG    | execute | DELETE http://localhost:40381/session/1fba5b172210154444624242405def36 {}
07:05:12 | DEBUG    | _make_request | http://localhost:40381 "DELETE /session/1fba5b172210154444624242405def36 HTTP/1.1" 200 0
07:05:12 | DEBUG    | _request | Remote response: status=200 | data={"value":null} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
07:05:12 | DEBUG    | _request | Finished Request
