03:34:44 | INFO     | log | ====== WebDriver manager ======
03:34:50 | DEBUG    | _request | Remote response: status=200 | data={"value":{"element-6066-11e4-a52e-4f735466cecf":"f.4117E83903D7BBC3721E21F8161E9E3C.d.A342FD859FBF744218ED2D879AAE24CE.e.4"}} | headers=HTTPHeaderDict({'Content-Length': '125', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
03:34:50 | DEBUG    | _request | Finished Request
03:34:50 | DEBUG    | execute | POST http://localhost:48693/session/6d7279ea825b89f0dc212abd7958ad3a/execute/sync {'script': '/* isDisplayed */return (function(){return (function(){/*\n\n Copyright The Closure Library Authors.\n ...', 'args': [{'element-6066-11e4-a52e-4f735466cecf': 'f.4117E83903D7BBC3721E21F8161E9E3C.d.A342FD859FBF744218ED2D879AAE24CE.e.4'}]}
03:34:50 | DEBUG    | _make_request | http://localhost:48693 "POST /session/6d7279ea825b89f0dc212abd7958ad3a/execute/sync HTTP/1.1" 200 0
03:34:50 | DEBUG    | _request | Remote response: status=200 | data={"value":true} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
03:34:50 | DEBUG    | _request | Finished Request
03:34:50 | DEBUG    | execute | GET http://localhost:48693/session/6d7279ea825b89f0dc212abd7958ad3a/element/f.4117E83903D7BBC3721E21F8161E9E3C.d.A342FD859FBF744218ED2D879AAE24CE.e.4/enabled {}
03:34:50 | DEBUG    | _make_request | http://localhost:48693 "GET /session/6d7279ea825b89f0dc212abd7958ad3a/element/f.4117E83903D7BBC3721E21F8161E9E3C.d.A342FD859FBF744218ED2D879AAE24CE.e.4/enabled HTTP/1.1" 200 0
03:34:50 | DEBUG    | _request | Remote response: status=200 | data={"value":true} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
03:34:50 | DEBUG    | _request | Finished Request
03:34:50 | DEBUG    | execute | POST http://localhost:48693/session/6d7279ea825b89f0dc212abd7958ad3a/element/f.4117E83903D7BBC3721E21F8161E9E3C.d.A342FD859FBF744218ED2D879AAE24CE.e.4/click {}
03:34:50 | DEBUG    | _make_request | http://localhost:48693 "POST /session/6d7279ea825b89f0dc212abd7958ad3a/element/f.4117E83903D7BBC3721E21F8161E9E3C.d.A342FD859FBF744218ED2D879AAE24CE.e.4/click HTTP/1.1" 200 0
03:34:50 | DEBUG    | _request | Remote response: status=200 | data={"value":null} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
03:34:50 | DEBUG    | _request | Finished Request
03:34:50 | DEBUG    | execute | POST http://localhost:48693/session/6d7279ea825b89f0dc212abd7958ad3a/element {'using': 'css selector', 'value': '[id="flash"]'}
03:34:50 | DEBUG    | _make_request | http://localhost:48693 "POST /session/6d7279ea825b89f0dc212abd7958ad3a/element HTTP/1.1" 200 0
03:34:50 | DEBUG    | _request | Remote response: status=200 | data={"value":{"element-6066-11e4-a52e-4f735466cecf":"f.4117E83903D7BBC3721E21F8161E9E3C.d.811FC5F2A6FDE2A6799BD90E2E937571.e.13"}} | headers=HTTPHeaderDict({'Content-Length': '126', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
03:34:50 | DEBUG    | _request | Finished Request
03:34:50 | DEBUG    | execute | POST http://localhost:48693/session/6d7279ea825b89f0dc212abd7958ad3a/execute/sync {'script': '/* isDisplayed */return (function(){return (function(){/*\n\n Copyright The Closure Library Authors.\n ...', 'args': [{'element-6066-11e4-a52e-4f735466cecf': 'f.4117E83903D7BBC3721E21F8161E9E3C.d.811FC5F2A6FDE2A6799BD90E2E937571.e.13'}]}
03:34:50 | DEBUG    | _make_request | http://localhost:48693 "POST /session/6d7279ea825b89f0dc212abd7958ad3a/execute/sync HTTP/1.1" 200 0
03:34:50 | DEBUG    | _request | Remote response: status=200 | data={"value":true} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
03:34:50 | DEBUG    | _request | Finished Request
03:34:50 | DEBUG    | execute | GET http://localhost:48693/session/6d7279ea825b89f0dc212abd7958ad3a/element/f.4117E83903D7BBC3721E21F8161E9E3C.d.811FC5F2A6FDE2A6799BD90E2E937571.e.13/text {}
03:34:50 | DEBUG    | _make_request | http://localhost:48693 "GET /session/6d7279ea825b89f0dc212abd7958ad3a/element/f.4117E83903D7BBC3721E21F8161E9E3C.d.811FC5F2A6FDE2A6799BD90E2E937571.e.13/text HTTP/1.1" 200 0
03:34:50 | DEBUG    | _request | Remote response: status=200 | data={"value":"You logged into a secure area!\n×"} | headers=HTTPHeaderDict({'Content-Length': '46', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
03:34:50 | DEBUG    | _request | Finished Request
03:34:50 | DEBUG    | execute | POST http://localhost:48693/session/6d7279ea825b89f0dc212abd7958ad3a/element {'using': 'css selector', 'value': '[id="flash"]'}
03:34:50 | DEBUG    | _make_request | http://localhost:48693 "POST /session/6d7279ea825b89f0dc212abd7958ad3a/element HTTP/1.1" 200 0
03:34:50 | DEBUG    | _request | Remote response: status=200 | data={"value":{"element-6066-11e4-a52e-4f735466cecf":"f.4117E83903D7BBC3721E21F8161E9E3C.d.811FC5F2A6FDE2A6799BD90E2E937571.e.13"}} | headers=HTTPHeaderDict({'Content-Length': '126', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
03:34:50 | DEBUG    | _request | Finished Request
03:34:50 | DEBUG    | execute | POST http://localhost:48693/session/6d7279ea825b89f0dc212abd7958ad3a/execute/sync {'script': '/* isDisplayed */return (function(){return (function(){/*\n\n Copyright The Closure Library Authors.\n ...', 'args': [{'element-6066-11e4-a52e-4f735466cecf': 'f.4117E83903D7BBC3721E21F8161E9E3C.d.811FC5F2A6FDE2A6799BD90E2E937571.e.13'}]}
03:34:50 | DEBUG    | _make_request | http://localhost:48693 "POST /session/6d7279ea825b89f0dc212abd7958ad3a/execute/sync HTTP/1.1" 200 0
03:34:50 | DEBUG    | _request | Remote response: status=200 | data={"value":true} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
03:34:50 | DEBUG    | _request | Finished Request
03:34:50 | DEBUG    | execute | GET http://localhost:48693/session/6d7279ea825b89f0dc212abd7958ad3a/element/f.4117E83903D7BBC3721E21F8161E9E3C.d.811FC5F2A6FDE2A6799BD90E2E937571.e.13/text {}
03:34:50 | DEBUG    | _make_request | http://localhost:48693 "GET /session/6d7279ea825b89f0dc212abd7958ad3a/element/f.4117E83903D7BBC3721E21F8161E9E3C.d.811FC5F2A6FDE2A6799BD90E2E937571.e.13/text HTTP/1.1" 200 0
03:34:50 | DEBUG    | _request | Remote response: status=200 | data={"value":"You logged into a secure area!\n×"} | headers=HTTPHeaderDict({'Content-Length': '46', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
03:34:50 | DEBUG    | _request | Finished Request
03:34:50 | DEBUG    | execute | DELETE http://localhost:48693/session/6d7279ea825b89f0dc212abd7958ad3a {}
03:34:50 | DEBUG    | _make_request | http://localhost:48693 "DELETE /session/6d7279ea825b89f0dc212abd7958ad3a HTTP/1.1" 200 0
03:34:50 | DEBUG    | _request | Remote response: status=200 | data={"value":null} | headers=HTTPHeaderDict({'Content-Length': '14', 'Content-Type': 'application/json; charset=utf-8', 'cache-control': 'no-cache'})
03:34:50 | DEBUG    | _request | Finished Request
